"Store,Dept,Date,Predicted_Weekly_Sales"
"1,3,2012-12-21,18652.486"
"1,3,2012-12-28,13435.799"
"1,3,2013-01-04,16125.435"
"1,3,2013-01-11,15786.732"
"1,3,2013-01-18,15572.499"
"1,3,2013-01-25,14669.374"
"1,3,2013-02-01,13693.369"
"1,3,2013-02-08,14484.066"
"1,3,2013-02-15,15046.764"
"1,3,2013-02-22,14870.586"
"1,3,2013-03-01,14723.351"
"1,3,2013-03-08,14048.78"
"1,3,2013-03-15,13688.279"
"1,3,2013-03-22,13827.258"
"1,3,2013-03-29,14462.368"
"1,3,2013-04-05,14425.867"
"1,3,2013-04-12,14081.967"
"1,3,2013-04-19,13783.3125"
"1,3,2013-04-26,14133.2295"
"1,3,2013-05-03,14302.445"
"1,3,2013-05-10,14814.452"
"1,3,2013-05-17,13888.994"
"1,3,2013-05-24,14095.289"
"1,3,2013-05-31,15473.702"
"1,3,2013-06-07,14549.94"
"1,3,2013-06-14,14227.812"
"1,3,2013-06-21,14637.338"
"1,3,2013-06-28,13621.1875"
"1,3,2013-07-05,13610.12"
"1,3,2013-07-12,21871.324"
"1,3,2013-07-19,23857.97"
"1,3,2013-07-26,26139.693"
"1,4,2012-11-02,31171.564"
"1,4,2012-11-09,31033.201"
"1,4,2012-11-16,31174.064"
"1,4,2012-11-23,32347.922"
"1,4,2012-11-30,32636.906"
"1,4,2012-12-07,32936.29"
"1,4,2012-12-14,30878.092"
"1,4,2012-12-21,33306.39"
"1,4,2012-12-28,31539.63"
"1,4,2013-01-04,30082.17"
"1,4,2013-01-11,30009.656"
"1,4,2013-01-18,30578.006"
"1,4,2013-01-25,30464.443"
"1,4,2013-02-01,31362.434"
"1,4,2013-02-08,32153.129"
"1,4,2013-02-15,31195.271"
"1,4,2013-02-22,31019.092"
"1,4,2013-03-01,30871.857"
"1,4,2013-03-08,30730.062"
"1,4,2013-03-15,30947.082"
"1,4,2013-03-22,31809.83"
"1,4,2013-03-29,31082.213"
"1,4,2013-04-05,31040.027"
"1,4,2013-04-12,30538.299"
"1,4,2013-04-19,30747.393"
"1,4,2013-04-26,30747.393"
"1,4,2013-05-03,32536.21"
"1,4,2013-05-10,32727.375"
"1,4,2013-05-17,32122.76"
"1,4,2013-05-24,32583.346"
"1,4,2013-05-31,32881.06"
"1,4,2013-06-07,33002.72"
"1,4,2013-06-14,33188.38"
"1,4,2013-06-21,33597.906"
"1,4,2013-06-28,32073.965"
"1,4,2013-07-05,33143.6"
"1,4,2013-07-12,34203.69"
"1,4,2013-07-19,32558.45"
"1,4,2013-07-26,32154.723"
"1,5,2012-11-02,23674.193"
"1,5,2012-11-09,25410.863"
"1,5,2012-11-16,26301.625"
"1,5,2012-11-23,93351.06"
"1,5,2012-11-30,48366.12"
"1,5,2012-12-07,38883.63"
"1,5,2012-12-14,45078.27"
"1,5,2012-12-21,56177.414"
"1,5,2012-12-28,34775.07"
"1,5,2013-01-04,22333.172"
"1,5,2013-01-11,21324.207"
"1,5,2013-01-18,21684.338"
"1,5,2013-01-25,21276.414"
"1,5,2013-02-01,24054.762"
"1,5,2013-02-08,24874.57"
"1,5,2013-02-15,25265.086"
"1,5,2013-02-22,24668.992"
"1,5,2013-03-01,24787.006"
"1,5,2013-03-08,24163.943"
"1,5,2013-03-15,24082.469"
"1,5,2013-03-22,24271.004"
"1,5,2013-03-29,24516.094"
"1,5,2013-04-05,24017.621"
"1,5,2013-04-12,23056.242"
"1,5,2013-04-19,23078.43"
"1,5,2013-04-26,22231.193"
"1,5,2013-05-03,22888.389"
"1,5,2013-05-10,22770.412"
"1,5,2013-05-17,22165.797"
"1,5,2013-05-24,22034.916"
"1,5,2013-05-31,23233.236"
"1,5,2013-06-07,22675.666"
"1,5,2013-06-14,22683.162"
"1,5,2013-06-21,23092.69"
"1,5,2013-06-28,21746.914"
"1,5,2013-07-05,22225.08"
"1,5,2013-07-12,21948.11"
"1,5,2013-07-19,21133.969"
"1,5,2013-07-26,21039.383"
"1,6,2012-11-02,5525.944"
"1,6,2012-11-09,6174.605"
"1,6,2012-11-16,6196.372"
"1,6,2012-11-23,35972.91"
"1,6,2012-11-30,17463.227"
"1,6,2012-12-07,11651.099"
"1,6,2012-12-14,8455.571"
"1,6,2012-12-21,13938.153"
"1,6,2012-12-28,8849.744"
"1,6,2013-01-04,4205.0894"
"1,6,2013-01-11,4351.6675"
"1,6,2013-01-18,3982.2769"
"1,6,2013-01-25,4303.8745"
"1,6,2013-02-01,6070.9146"
"1,6,2013-02-08,6160.479"
"1,6,2013-02-15,6501.479"
"1,6,2013-02-22,6728.907"
"1,6,2013-03-01,6371.8926"
"1,6,2013-03-08,5840.2617"
"1,6,2013-03-15,6627.7817"
"1,6,2013-03-22,6628.168"
"1,6,2013-03-29,6572.0103"
"1,6,2013-04-05,7117.171"
"1,6,2013-04-12,6592.567"
"1,6,2013-04-19,6336.4346"
"1,6,2013-04-26,6336.4346"
"1,6,2013-05-03,6993.6304"
"1,6,2013-05-10,6979.3364"
"1,6,2013-05-17,6374.72"
"1,6,2013-05-24,6599.142"
"1,6,2013-05-31,7519.144"
"1,6,2013-06-07,6500.993"
"1,6,2013-06-14,6703.9336"
"1,6,2013-06-21,7113.4614"
"1,6,2013-06-28,5955.835"
"1,6,2013-07-05,6789.3037"
"1,6,2013-07-12,5968.8843"
"1,6,2013-07-19,5517.53"
"1,6,2013-07-26,5067.64"
"1,7,2012-11-02,21772.621"
"1,7,2012-11-09,24946.746"
"1,7,2012-11-16,26521.365"
"1,7,2012-11-23,75171.375"
"1,7,2012-11-30,59718.293"
"1,7,2012-12-07,58347.367"
"1,7,2012-12-14,65800.984"
"1,7,2012-12-21,97272.24"
"1,7,2012-12-28,40728.0"
"1,7,2013-01-04,17331.545"
"1,7,2013-01-11,18293.13"
"1,7,2013-01-18,17588.885"
"1,7,2013-01-25,18245.338"
"1,7,2013-02-01,22966.406"
"1,7,2013-02-08,23041.492"
"1,7,2013-02-15,23476.268"
"1,7,2013-02-22,23140.096"
"1,7,2013-03-01,22703.783"
"1,7,2013-03-08,22636.688"
"1,7,2013-03-15,22959.674"
"1,7,2013-03-22,23523.658"
"1,7,2013-03-29,23642.684"
"1,7,2013-04-05,23345.773"
"1,7,2013-04-12,22467.623"
"1,7,2013-04-19,22852.947"
"1,7,2013-04-26,22852.947"
"1,7,2013-05-03,23510.143"
"1,7,2013-05-10,23728.78"
"1,7,2013-05-17,23124.164"
"1,7,2013-05-24,22474.2"
"1,7,2013-05-31,24309.906"
"1,7,2013-06-07,24825.5"
"1,7,2013-06-14,24709.953"
"1,7,2013-06-21,25119.48"
"1,7,2013-06-28,23815.809"
"1,7,2013-07-05,23774.89"
"1,7,2013-07-12,22864.373"
"1,7,2013-07-19,21562.51"
"1,7,2013-07-26,20844.496"
"1,8,2012-11-02,33043.875"
"1,8,2012-11-09,33280.227"
"1,8,2012-11-16,33073.88"
"1,8,2012-11-23,37165.547"
"1,8,2012-11-30,35228.086"
"1,8,2012-12-07,37266.555"
"1,8,2012-12-14,37149.16"
"1,8,2012-12-21,40672.09"
"1,8,2012-12-28,32917.535"
"1,8,2013-01-04,33031.938"
"1,8,2013-01-11,30768.232"
"1,8,2013-01-18,31637.715"
"1,8,2013-01-25,30720.44"
"1,8,2013-02-01,32528.377"
"1,8,2013-02-08,32845.3"
"1,8,2013-02-15,32675.297"
"1,8,2013-02-22,32339.125"
"1,8,2013-03-01,32256.139"
"1,8,2013-03-08,32189.043"
"1,8,2013-03-15,32521.645"
"1,8,2013-03-22,33085.63"
"1,8,2013-03-29,32841.715"
"1,8,2013-04-05,32907.746"
"1,8,2013-04-12,32382.92"
"1,8,2013-04-19,32768.246"
"1,8,2013-04-26,32768.246"
"1,8,2013-05-03,33094.137"
"1,8,2013-05-10,32959.45"
"1,8,2013-05-17,32354.83"
"1,8,2013-05-24,32251.516"
"1,8,2013-05-31,33540.57"
"1,8,2013-06-07,34409.49"
"1,8,2013-06-14,33940.62"
"1,8,2013-06-21,34350.145"
"1,8,2013-06-28,33046.477"
"1,8,2013-07-05,33552.21"
"1,8,2013-07-12,33899.45"
"1,8,2013-07-19,32829.855"
"1,8,2013-07-26,32419.248"
"1,9,2012-11-02,27909.973"
"1,9,2012-11-09,28407.893"
"1,9,2012-11-16,27985.121"
"1,9,2012-11-23,28210.662"
"1,9,2012-11-30,26681.693"
"1,9,2012-12-07,27452.885"
"1,9,2012-12-14,27652.426"
"1,9,2012-12-21,32597.486"
"1,9,2012-12-28,24585.494"
"1,9,2013-01-04,22217.145"
"1,9,2013-01-11,23200.957"
"1,9,2013-01-18,22393.42"
"1,9,2013-01-25,23153.164"
"1,9,2013-02-01,27629.92"
"1,9,2013-02-08,28163.271"
"1,9,2013-02-15,27776.84"
"1,9,2013-02-22,27849.229"
"1,9,2013-03-01,27766.242"
"1,9,2013-03-08,27699.146"
"1,9,2013-03-15,28031.748"
"1,9,2013-03-22,28403.6"
"1,9,2013-03-29,28351.816"
"1,9,2013-04-05,28634.275"
"1,9,2013-04-12,28109.451"
"1,9,2013-04-19,28494.775"
"1,9,2013-04-26,28494.775"
"1,9,2013-05-03,28820.666"
"1,9,2013-05-10,28685.977"
"1,9,2013-05-17,28081.361"
"1,9,2013-05-24,28183.521"
"1,9,2013-05-31,29472.578"
"1,9,2013-06-07,30341.498"
"1,9,2013-06-14,29464.064"
"1,9,2013-06-21,29873.592"
"1,9,2013-06-28,28978.48"
"1,9,2013-07-05,29484.213"
"1,9,2013-07-12,29163.812"
"1,9,2013-07-19,28502.775"
"1,9,2013-07-26,28092.168"
"1,10,2012-11-02,27617.404"
"1,10,2012-11-09,27960.531"
"1,10,2012-11-16,27388.77"
"1,10,2012-11-23,28238.146"
"1,10,2012-11-30,26709.178"
"1,10,2012-12-07,27480.37"
"1,10,2012-12-14,27376.127"
"1,10,2012-12-21,31488.926"
"1,10,2012-12-28,25159.81"
"1,10,2013-01-04,24569.92"
"1,10,2013-01-11,24727.477"
"1,10,2013-01-18,24366.621"
"1,10,2013-01-25,24679.684"
"1,10,2013-02-01,27337.352"
"1,10,2013-02-08,27870.703"
"1,10,2013-02-15,27484.271"
"1,10,2013-02-22,27401.867"
"1,10,2013-03-01,27318.88"
"1,10,2013-03-08,27102.795"
"1,10,2013-03-15,27584.387"
"1,10,2013-03-22,28111.031"
"1,10,2013-03-29,27755.465"
"1,10,2013-04-05,28341.707"
"1,10,2013-04-12,27816.883"
"1,10,2013-04-19,27898.424"
"1,10,2013-04-26,27898.424"
"1,10,2013-05-03,28224.314"
"1,10,2013-05-10,28238.615"
"1,10,2013-05-17,27634.0"
"1,10,2013-05-24,27890.953"
"1,10,2013-05-31,28876.227"
"1,10,2013-06-07,29745.146"
"1,10,2013-06-14,29171.496"
"1,10,2013-06-21,29581.023"
"1,10,2013-06-28,28531.12"
"1,10,2013-07-05,29191.645"
"1,10,2013-07-12,28506.643"
"1,10,2013-07-19,27845.605"
"1,10,2013-07-26,27280.205"
"1,11,2012-11-02,22655.658"
"1,11,2012-11-09,22998.785"
"1,11,2012-11-16,22667.05"
"1,11,2012-11-23,23516.428"
"1,11,2012-11-30,21987.459"
"1,11,2012-12-07,22518.623"
"1,11,2012-12-14,22414.38"
"1,11,2012-12-21,26767.207"
"1,11,2012-12-28,20438.092"
"1,11,2013-01-04,20586.545"
"1,11,2013-01-11,20744.102"
"1,11,2013-01-18,20383.246"
"1,11,2013-01-25,20696.309"
"1,11,2013-02-01,22615.633"
"1,11,2013-02-08,23148.984"
"1,11,2013-02-15,22762.553"
"1,11,2013-02-22,22680.148"
"1,11,2013-03-01,22597.162"
"1,11,2013-03-08,22381.076"
"1,11,2013-03-15,22862.668"
"1,11,2013-03-22,23389.312"
"1,11,2013-03-29,23033.746"
"1,11,2013-04-05,23619.988"
"1,11,2013-04-12,23095.164"
"1,11,2013-04-19,23176.705"
"1,11,2013-04-26,23176.705"
"1,11,2013-05-03,23738.475"
"1,11,2013-05-10,23752.775"
"1,11,2013-05-17,23148.16"
"1,11,2013-05-24,23405.113"
"1,11,2013-05-31,24390.387"
"1,11,2013-06-07,25259.307"
"1,11,2013-06-14,24685.656"
"1,11,2013-06-21,25095.184"
"1,11,2013-06-28,24045.28"
"1,11,2013-07-05,24705.805"
"1,11,2013-07-12,23627.951"
"1,11,2013-07-19,23206.941"
"1,11,2013-07-26,22641.541"
"1,12,2012-11-02,12714.754"
"1,12,2012-11-09,12581.07"
"1,12,2012-11-16,12497.802"
"1,12,2012-11-23,13465.79"
"1,12,2012-11-30,11936.822"
"1,12,2012-12-07,12627.136"
"1,12,2012-12-14,9086.723"
"1,12,2012-12-21,14162.162"
"1,12,2012-12-28,10649.404"
"1,12,2013-01-04,10714.597"
"1,12,2013-01-11,10872.152"
"1,12,2013-01-18,10511.298"
"1,12,2013-01-25,11026.911"
"1,12,2013-02-01,12812.4"
"1,12,2013-02-08,13476.863"
"1,12,2013-02-15,12756.772"
"1,12,2013-02-22,12413.982"
"1,12,2013-03-01,12102.645"
"1,12,2013-03-08,12146.944"
"1,12,2013-03-15,12799.049"
"1,12,2013-03-22,13369.653"
"1,12,2013-03-29,12652.388"
"1,12,2013-04-05,13224.756"
"1,12,2013-04-12,12847.157"
"1,12,2013-04-19,12928.697"
"1,12,2013-04-26,12928.697"
"1,12,2013-05-03,13672.053"
"1,12,2013-05-10,13654.318"
"1,12,2013-05-17,13049.703"
"1,12,2013-05-24,13236.564"
"1,12,2013-05-31,13846.26"
"1,12,2013-06-07,13928.231"
"1,12,2013-06-14,13582.929"
"1,12,2013-06-21,13992.456"
"1,12,2013-06-28,12682.167"
"1,12,2013-07-05,13603.077"
"1,12,2013-07-12,13459.396"
"1,12,2013-07-19,12810.04"
"1,12,2013-07-26,11984.25"
"1,13,2012-11-02,32908.188"
"1,13,2012-11-09,33933.645"
"1,13,2012-11-16,32691.227"
"1,13,2012-11-23,33335.98"
"1,13,2012-11-30,32549.121"
"1,13,2012-12-07,32818.703"
"1,13,2012-12-14,32856.65"
"1,13,2012-12-21,35009.266"
"1,13,2012-12-28,30970.371"
"1,13,2013-01-04,29443.582"
"1,13,2013-01-11,31314.586"
"1,13,2013-01-18,30714.873"
"1,13,2013-01-25,31417.137"
"1,13,2013-02-01,31889.434"
"1,13,2013-02-08,32718.12"
"1,13,2013-02-15,31797.496"
"1,13,2013-02-22,32613.848"
"1,13,2013-03-01,32541.37"
"1,13,2013-03-08,31426.527"
"1,13,2013-03-15,33035.227"
"1,13,2013-03-22,32446.686"
"1,13,2013-03-29,31931.969"
"1,13,2013-04-05,32062.926"
"1,13,2013-04-12,31924.188"
"1,13,2013-04-19,32005.729"
"1,13,2013-04-26,32005.729"
"1,13,2013-05-03,34082.984"
"1,13,2013-05-10,34985.535"
"1,13,2013-05-17,34380.918"
"1,13,2013-05-24,34422.242"
"1,13,2013-05-31,34257.19"
"1,13,2013-06-07,34100.3"
"1,13,2013-06-14,33993.863"
"1,13,2013-06-21,34403.387"
"1,13,2013-06-28,34367.387"
"1,13,2013-07-05,34434.75"
"1,13,2013-07-12,34324.305"
"1,13,2013-07-19,33790.094"
"1,13,2013-07-26,34362.31"
"1,14,2012-11-02,18349.342"
"1,14,2012-11-09,18832.945"
"1,14,2012-11-16,18436.787"
"1,14,2012-11-23,23986.338"
"1,14,2012-11-30,18853.568"
"1,14,2012-12-07,21221.785"
"1,14,2012-12-14,25889.938"
"1,14,2012-12-21,30462.223"
"1,14,2012-12-28,22585.674"
"1,14,2013-01-04,15854.135"
"1,14,2013-01-11,15827.474"
"1,14,2013-01-18,15716.444"
"1,14,2013-01-25,15930.024"
"1,14,2013-02-01,18188.041"
"1,14,2013-02-08,19062.467"
"1,14,2013-02-15,18584.787"
"1,14,2013-02-22,18371.799"
"1,14,2013-03-01,17810.637"
"1,14,2013-03-08,17420.732"
"1,14,2013-03-15,19045.455"
"1,14,2013-03-22,19098.521"
"1,14,2013-03-29,19275.941"
"1,14,2013-04-05,19895.582"
"1,14,2013-04-12,18271.621"
"1,14,2013-04-19,18353.162"
"1,14,2013-04-26,19045.299"
"1,14,2013-05-03,19322.54"
"1,14,2013-05-10,19684.432"
"1,14,2013-05-17,19384.219"
"1,14,2013-05-24,19661.797"
"1,14,2013-05-31,19496.746"
"1,14,2013-06-07,19462.168"
"1,14,2013-06-14,19171.443"
"1,14,2013-06-21,19580.97"
"1,14,2013-06-28,18699.912"
"1,14,2013-07-05,19307.93"
"1,14,2013-07-12,19243.342"
"1,14,2013-07-19,18515.01"
"1,14,2013-07-26,17752.285"
"1,16,2012-11-02,14028.8545"
"1,16,2012-11-09,13466.748"
"1,16,2012-11-16,13581.418"
"1,16,2012-11-23,16567.867"
"1,16,2012-11-30,13765.026"
"1,16,2012-12-07,14034.603"
"1,16,2012-12-14,11094.284"
"1,16,2012-12-21,17703.438"
"1,16,2012-12-28,11837.529"
"1,16,2013-01-04,18589.29"
"1,16,2013-01-11,19471.71"
"1,16,2013-01-18,16805.072"
"1,16,2013-01-25,18805.773"
"1,16,2013-02-01,24494.273"
"1,16,2013-02-08,22389.486"
"1,16,2013-02-15,23268.764"
"1,16,2013-02-22,24460.17"
"1,16,2013-03-01,24034.895"
"1,16,2013-03-08,24036.191"
"1,16,2013-03-15,28894.47"
"1,16,2013-03-22,28716.256"
"1,16,2013-03-29,27034.025"
"1,16,2013-04-05,26350.266"
"1,16,2013-04-12,29429.414"
"1,16,2013-04-19,29510.955"
"1,16,2013-04-26,29510.955"
"1,16,2013-05-03,30480.332"
"1,16,2013-05-10,31542.357"
"1,16,2013-05-17,28534.572"
"1,16,2013-05-24,31416.67"
"1,16,2013-05-31,30527.918"
"1,16,2013-06-07,33263.695"
"1,16,2013-06-14,31911.041"
"1,16,2013-06-21,33443.668"
"1,16,2013-06-28,33553.082"
"1,16,2013-07-05,34184.668"
"1,16,2013-07-12,27776.572"
"1,16,2013-07-19,22269.559"
"1,16,2013-07-26,21215.947"
"1,17,2012-11-02,9184.875"
"1,17,2012-11-09,9803.427"
"1,17,2012-11-16,9750.993"
"1,17,2012-11-23,13736.415"
"1,17,2012-11-30,13735.812"
"1,17,2012-12-07,13642.442"
"1,17,2012-12-14,15434.67"
"1,17,2012-12-21,16549.268"
"1,17,2012-12-28,11404.879"
"1,17,2013-01-04,7499.125"
"1,17,2013-01-11,7511.2075"
"1,17,2013-01-18,7660.3022"
"1,17,2013-01-25,7296.483"
"1,17,2013-02-01,9193.036"
"1,17,2013-02-08,9646.792"
"1,17,2013-02-15,9734.483"
"1,17,2013-02-22,9452.849"
"1,17,2013-03-01,10114.001"
"1,17,2013-03-08,9112.19"
"1,17,2013-03-15,9197.44"
"1,17,2013-03-22,9367.007"
"1,17,2013-03-29,9383.06"
"1,17,2013-04-05,9342.917"
"1,17,2013-04-12,8890.336"
"1,17,2013-04-19,8971.876"
"1,17,2013-04-26,8971.876"
"1,17,2013-05-03,9878.859"
"1,17,2013-05-10,9812.744"
"1,17,2013-05-17,10016.056"
"1,17,2013-05-24,10092.691"
"1,17,2013-05-31,9926.445"
"1,17,2013-06-07,9682.862"
"1,17,2013-06-14,9806.364"
"1,17,2013-06-21,10076.985"
"1,17,2013-06-28,9134.377"
"1,17,2013-07-05,9826.662"
"1,17,2013-07-12,9811.942"
"1,17,2013-07-19,9469.573"
"1,17,2013-07-26,9202.201"
"1,18,2012-11-02,9636.106"
"1,18,2012-11-09,10830.687"
"1,18,2012-11-16,9971.634"
"1,18,2012-11-23,20171.887"
"1,18,2012-11-30,23242.17"
"1,18,2012-12-07,27663.316"
"1,18,2012-12-14,24462.201"
"1,18,2012-12-21,22898.998"
"1,18,2012-12-28,16367.819"
"1,18,2013-01-04,2893.9348"
"1,18,2013-01-11,1314.1469"
"1,18,2013-01-18,2260.2083"
"1,18,2013-01-25,1371.6025"
"1,18,2013-02-01,3712.5789"
"1,18,2013-02-08,5096.213"
"1,18,2013-02-15,4530.0283"
"1,18,2013-02-22,4039.9734"
"1,18,2013-03-01,4425.124"
"1,18,2013-03-08,3717.2402"
"1,18,2013-03-15,3594.0706"
"1,18,2013-03-22,4243.125"
"1,18,2013-03-29,4259.177"
"1,18,2013-04-05,4495.0356"
"1,18,2013-04-12,3851.96"
"1,18,2013-04-19,3933.5"
"1,18,2013-04-26,3933.5"
"1,18,2013-05-03,4443.499"
"1,18,2013-05-10,4444.9653"
"1,18,2013-05-17,4793.36"
"1,18,2013-05-24,4657.3315"
"1,18,2013-06-07,3817.442"
"1,18,2013-07-05,3685.239"
"1,19,2012-11-02,3833.3433"
"1,19,2012-11-09,3355.9265"
"1,19,2012-11-16,3719.3179"
"1,19,2012-11-23,5096.495"
"1,19,2012-11-30,4300.7495"
"1,19,2012-12-07,4207.3794"
"1,19,2012-12-14,5108.5625"
"1,19,2012-12-21,9175.73"
"1,19,2012-12-28,4030.2063"
"1,19,2013-01-04,959.39215"
"1,19,2013-01-11,-162.98929"
"1,19,2013-01-18,783.07306"
"1,19,2013-01-25,-105.533615"
"1,19,2013-02-01,2086.6133"
"1,19,2013-02-08,2970.1973"
"1,19,2013-02-15,2404.0127"
"1,19,2013-02-22,1913.9573"
"1,19,2013-03-01,2299.1084"
"1,19,2013-03-08,1591.2249"
"1,19,2013-03-15,1468.0544"
"1,19,2013-03-22,2117.1091"
"1,19,2013-03-29,1916.9011"
"1,19,2013-04-05,2152.7598"
"1,19,2013-04-12,1509.6843"
"1,19,2013-04-19,1591.2249"
"1,19,2013-04-26,1591.2249"
"1,19,2013-05-03,2407.9036"
"1,19,2013-05-10,2409.3691"
"1,19,2013-05-17,2757.7646"
"1,19,2013-05-24,2621.7363"
"1,19,2013-05-31,2455.4893"
"1,19,2013-06-07,2350.7986"
"1,19,2013-06-14,2343.381"
"1,19,2013-06-21,2468.919"
"1,19,2013-06-28,1593.8926"
"1,19,2013-07-05,2218.5955"
"1,19,2013-07-12,2486.0728"
"1,19,2013-07-19,2419.7063"
"1,19,2013-07-26,1667.9125"
"1,20,2012-11-02,4880.1714"
"1,20,2012-11-09,4402.7544"
"1,20,2012-11-16,4766.1455"
"1,20,2012-11-23,7553.061"
"1,20,2012-11-30,7010.458"
"1,20,2012-12-07,6917.088"
"1,20,2012-12-14,7565.1284"
"1,20,2012-12-21,11632.297"
"1,20,2012-12-28,6286.801"
"1,20,2013-01-04,3714.9265"
"1,20,2013-01-11,3430.2295"
"1,20,2013-01-18,3647.9639"
"1,20,2013-01-25,3481.8103"
"1,20,2013-02-01,5274.8037"
"1,20,2013-02-08,5406.169"
"1,20,2013-02-15,5299.497"
"1,20,2013-02-22,5048.4844"
"1,20,2013-03-01,5726.3403"
"1,20,2013-03-08,4922.8037"
"1,20,2013-03-15,5038.6763"
"1,20,2013-03-22,5305.3"
"1,20,2013-03-29,5105.0913"
"1,20,2013-04-05,5048.2446"
"1,20,2013-04-12,4841.2637"
"1,20,2013-04-19,4922.8037"
"1,20,2013-04-26,4922.8037"
"1,20,2013-05-03,5829.788"
"1,20,2013-05-10,5777.591"
"1,20,2013-05-17,5982.5967"
"1,20,2013-05-24,5900.232"
"1,20,2013-05-31,5877.374"
"1,20,2013-06-07,5799.704"
"1,20,2013-06-14,5941.6035"
"1,20,2013-06-21,6067.1416"
"1,20,2013-06-28,5281.841"
"1,20,2013-07-05,5816.8184"
"1,20,2013-07-12,5907.9565"
"1,20,2013-07-19,5548.8843"
"1,20,2013-07-26,5328.838"
"1,21,2012-11-02,5925.96"
"1,21,2012-11-09,5319.787"
"1,21,2012-11-16,5683.178"
"1,21,2012-11-23,8690.331"
"1,21,2012-11-30,8474.965"
"1,21,2012-12-07,8381.596"
"1,21,2012-12-14,8702.398"
"1,21,2012-12-21,12640.8125"
"1,21,2012-12-28,7078.698"
"1,21,2013-01-04,4216.861"
"1,21,2013-01-11,4148.781"
"1,21,2013-01-18,4149.8984"
"1,21,2013-01-25,4200.3613"
"1,21,2013-02-01,5864.5996"
"1,21,2013-02-08,5995.965"
"1,21,2013-02-15,5889.293"
"1,21,2013-02-22,5638.2803"
"1,21,2013-03-01,6099.519"
"1,21,2013-03-08,5641.3555"
"1,21,2013-03-15,5757.228"
"1,21,2013-03-22,5895.0957"
"1,21,2013-03-29,5694.887"
"1,21,2013-04-05,5638.0405"
"1,21,2013-04-12,5559.8154"
"1,21,2013-04-19,5641.3555"
"1,21,2013-04-26,5641.3555"
"1,21,2013-05-03,6548.339"
"1,21,2013-05-10,6496.1416"
"1,21,2013-05-17,6572.3916"
"1,21,2013-05-24,6618.7827"
"1,21,2013-05-31,6595.925"
"1,21,2013-06-07,6518.255"
"1,21,2013-06-14,6531.3984"
"1,21,2013-06-21,6656.9365"
